problem,algorithm,noise_pct,trial,igd_auc,final_igd,n_batches
DTLZ2_5obj,EGBO,20,9,8.874315066126869,0.48887682741457905,12
DTLZ2_5obj,NEHVI_AGE2,0,0,7.895340843362683,0.47185204469635816,12
DTLZ2_5obj,NEHVI_AGE2,0,1,8.03289364972257,0.4817534094900424,12
DTLZ2_5obj,NEHVI_AGE2,0,2,7.598479529205631,0.47337415723315623,12
DTLZ2_5obj,NEHVI_AGE2,0,3,8.46400292783254,0.5250199328650289,12
DTLZ2_5obj,NEHVI_AGE2,0,4,7.768282357573954,0.4605239647531936,12
DTLZ2_5obj,NEHVI_AGE2,1,0,7.628958056218908,0.4596491981292368,12
DTLZ2_5obj,NEHVI_AGE2,1,1,8.326191234493216,0.47188349435914617,12
DTLZ2_5obj,NEHVI_AGE2,1,2,7.646292245603767,0.46801196586731136,12
DTLZ2_5obj,NEHVI_AGE2,1,3,8.438929615938303,0.4967569628811862,12
DTLZ2_5obj,NEHVI_AGE2,1,4,7.573438725590631,0.46778412845282963,12
DTLZ2_5obj,NEHVI_AGE2,5,0,7.23076229245784,0.46877598833149237,12
DTLZ2_5obj,NEHVI_AGE2,5,1,8.820675051549577,0.5197401951095433,12
DTLZ2_5obj,NEHVI_AGE2,5,2,7.6991468377760635,0.47513260897964466,12
DTLZ2_5obj,NEHVI_AGE2,5,3,8.129227971413952,0.5372579014786479,12
DTLZ2_5obj,NEHVI_AGE2,5,4,8.411186780191553,0.4978385487593152,12
DTLZ2_5obj,NEHVI_AGE2,10,0,9.106955198492217,0.5193009661797703,12
DTLZ2_5obj,NEHVI_AGE2,10,1,8.157344678280884,0.4668238090852237,12
DTLZ2_5obj,NEHVI_AGE2,10,2,7.341159311245027,0.4435180746145161,12
DTLZ2_5obj,NEHVI_AGE2,10,3,7.906407072651444,0.4948263504352272,12
DTLZ2_5obj,NEHVI_AGE2,10,4,7.940319496289317,0.48896022244097337,12
DTLZ2_5obj,NEHVI_AGE2,20,0,7.8545973808866965,0.527009677883027,12
DTLZ2_5obj,NEHVI_SMS,0,0,8.000415632057834,0.48780253614260843,12
DTLZ2_5obj,NEHVI_SMS,0,1,7.566288965255729,0.4794642317227551,12
DTLZ2_5obj,NEHVI_SMS,0,2,7.170598104386231,0.45026185186877304,12
DTLZ2_5obj,NEHVI_SMS,0,3,8.28257122546434,0.4699059568506454,12
DTLZ2_5obj,NEHVI_SMS,0,4,8.375354396032554,0.46195776549027484,12
DTLZ2_5obj,NEHVI_SMS,1,0,8.58771335516067,0.5014427311876901,12
DTLZ2_5obj,NEHVI_SMS,1,1,8.723077149190129,0.5183924972211646,12
DTLZ2_5obj,NEHVI_SMS,1,2,7.833544759889733,0.48523823094794843,12
DTLZ2_5obj,NEHVI_SMS,1,3,8.884147275919,0.48954689217355685,12
DTLZ2_5obj,NEHVI_SMS,1,4,7.972977350775149,0.4397575935708399,12
DTLZ2_5obj,NEHVI_SMS,5,0,7.6164729737183885,0.4724074042865379,12
DTLZ2_5obj,NEHVI_SMS,5,1,8.430753757525073,0.47593074134470015,12
DTLZ2_5obj,NEHVI_SMS,5,2,7.764530117804167,0.4359703543564777,12
DTLZ2_5obj,NEHVI_SMS,5,3,8.019646244750207,0.53414379563634,12
DTLZ2_5obj,NEHVI_SMS,5,4,7.578642148562946,0.4906964350402367,12
DTLZ2_5obj,NEHVI_SMS,10,0,9.125613753781193,0.5372857785514535,12
DTLZ2_5obj,NEHVI_SMS,10,1,7.3678488615217255,0.49665895572202157,12
DTLZ2_5obj,NEHVI_SMS,10,2,6.63394607395505,0.43537817953807645,12
DTLZ2_5obj,NEHVI_SMS,10,3,8.03343293163139,0.5015840335228495,12
DTLZ2_5obj,NEHVI_SMS,10,4,7.5382202007343055,0.4766603839497583,12
DTLZ2_5obj,NEHVI_SMS,20,0,8.795998261831587,0.49021902796665184,12
DTLZ2_5obj,NEHVI_SMS,20,1,8.116285469720673,0.47377869327335936,12
