problem,algorithm,noise_pct,trial,igd
MW5,Traditional_NEHVI,10,6,1.5450601973967748
MW5,Traditional_NEHVI,10,7,1.0806415825475921
MW5,Traditional_NEHVI,10,8,1.662700792769263
MW5,Traditional_NEHVI,10,9,1.3483917608846487
MW5,Traditional_NEHVI,0,0,0.7876025485727731
MW5,Traditional_NEHVI,0,1,1.2961233698331092
MW5,Traditional_NEHVI,0,2,0.6755514298588952
MW5,Traditional_NEHVI,0,3,1.0667278830195608
MW5,Traditional_NEHVI,0,4,1.386688538112141
MW5,Traditional_NEHVI,0,5,1.3289182433868751
MW5,Traditional_NEHVI,0,6,1.204586933287264
MW5,Traditional_NEHVI,0,7,1.3619472023722539
MW5,Traditional_NEHVI,0,8,1.2723713782909358
MW5,Traditional_NEHVI,0,9,1.1144273046978592
MW5,Traditional_NEHVI,20,0,1.2896854203297488
MW5,Traditional_NEHVI,20,1,1.642988122182727
MW5,Traditional_NEHVI,20,2,1.0438115347037238
MW5,Traditional_NEHVI,20,3,1.4280715925773535
MW5,Traditional_NEHVI,20,4,1.249880987432942
MW5,Traditional_NEHVI,20,5,1.214540601359226
MW5,Traditional_NEHVI,20,6,2.014665840948541
MW5,Traditional_NEHVI,20,7,1.5799296378799583
MW5,Traditional_NEHVI,20,8,1.4734309445893357
MW5,Traditional_NEHVI,20,9,1.6010410712965748
MW5,EGBO,5,0,1.3896241789598125
MW5,EGBO,5,1,2.2944886171877834
MW5,EGBO,5,2,1.9979884063303341
MW5,EGBO,5,3,2.1757001677828613
MW5,EGBO,5,4,1.8027620860043123
MW5,EGBO,5,5,1.9918493667620947
MW5,EGBO,5,6,2.2515062904976633
MW5,EGBO,5,7,2.7832429367081404
MW5,EGBO,5,8,2.455972754173335
MW5,EGBO,5,9,1.8646950114257506
MW5,EGBO,1,0,1.3896241789598125
MW5,EGBO,1,1,2.2944886171877834
MW5,EGBO,1,2,1.9979884063303341
MW5,EGBO,1,3,2.1757001677828613
MW5,EGBO,1,4,1.8027620860043123
MW5,EGBO,1,5,1.9918493667620947
MW5,EGBO,1,6,2.2515062904976633
MW5,EGBO,1,7,2.7832429367081404
MW5,EGBO,1,8,2.455972754173335
MW5,EGBO,1,9,1.8646950114257506
MW5,EGBO,10,0,1.3896241789598125
MW5,EGBO,10,1,2.2944886171877834
MW5,EGBO,10,2,1.9979884063303341
MW5,EGBO,10,3,2.1757001677828613
MW5,EGBO,10,4,1.8027620860043123
MW5,EGBO,10,5,1.9918493667620947
MW5,EGBO,10,6,2.2515062904976633
MW5,EGBO,10,7,2.7832429367081404
MW5,EGBO,10,8,2.455972754173335
MW5,EGBO,10,9,1.8646950114257506
MW5,EGBO,0,0,1.3896241789598125
MW5,EGBO,0,1,2.2944886171877834
MW5,EGBO,0,2,1.9979884063303341
MW5,EGBO,0,3,2.1757001677828613
MW5,EGBO,0,4,1.8027620860043123
MW5,EGBO,0,5,1.9918493667620947
MW5,EGBO,0,6,2.2515062904976633
MW5,EGBO,0,7,2.7832429367081404
MW5,EGBO,0,8,2.455972754173335
MW5,EGBO,0,9,1.8646950114257506
MW5,EGBO,20,0,1.3896241789598125
MW5,EGBO,20,1,2.2944886171877834
MW5,EGBO,20,2,1.9979884063303341
MW5,EGBO,20,3,2.1757001677828613
MW5,EGBO,20,4,1.8027620860043123
MW5,EGBO,20,5,1.9918493667620947
MW5,EGBO,20,6,2.2515062904976633
MW5,EGBO,20,7,2.7832429367081404
MW5,EGBO,20,8,2.455972754173335
MW5,EGBO,20,9,1.8646950114257506
