problem,algorithm,noise_pct,trial,batch,igd_estimated
DTLZ2_5obj,EGBO,20,3,1,0.9899124641407334
DTLZ2_5obj,EGBO,20,3,2,0.9366244976946696
DTLZ2_5obj,EGBO,20,3,3,0.9366244976946696
DTLZ2_5obj,EGBO,20,3,4,0.9271580899710212
DTLZ2_5obj,EGBO,20,3,5,0.8960386797435103
DTLZ2_5obj,EGBO,20,3,6,0.7953281048112126
DTLZ2_5obj,EGBO,20,3,7,0.6470016045663985
DTLZ2_5obj,EGBO,20,3,8,0.5507681330673724
DTLZ2_5obj,EGBO,20,3,9,0.5348970662396898
DTLZ2_5obj,EGBO,20,3,10,0.5089134776972561
DTLZ2_5obj,EGBO,20,3,11,0.5008522515621217
DTLZ2_5obj,EGBO,20,4,0,0.9776131548586416
DTLZ2_5obj,EGBO,20,4,1,0.6085344182669119
DTLZ2_5obj,EGBO,20,4,2,0.5733155970061208
DTLZ2_5obj,EGBO,20,4,3,0.5733155970061208
DTLZ2_5obj,EGBO,20,4,4,0.5733155970061208
DTLZ2_5obj,EGBO,20,4,5,0.5733155970061208
DTLZ2_5obj,EGBO,20,4,6,0.5733155970061208
DTLZ2_5obj,EGBO,20,4,7,0.4888065774293208
DTLZ2_5obj,EGBO,20,4,8,0.4888065774293208
DTLZ2_5obj,EGBO,20,4,9,0.4888065774293208
DTLZ2_5obj,EGBO,20,4,10,0.4888065774293208
DTLZ2_5obj,EGBO,20,4,11,0.4888065774293208
DTLZ2_5obj,EGBO,20,5,0,1.091402577620843
DTLZ2_5obj,EGBO,20,5,1,0.9652675052459916
DTLZ2_5obj,EGBO,20,5,2,0.9332817031921397
DTLZ2_5obj,EGBO,20,5,3,0.9168056081639472
DTLZ2_5obj,EGBO,20,5,4,0.8828372780891489
DTLZ2_5obj,EGBO,20,5,5,0.8108244526048936
DTLZ2_5obj,EGBO,20,5,6,0.766562563544644
DTLZ2_5obj,EGBO,20,5,7,0.7490092015172874
DTLZ2_5obj,EGBO,20,5,8,0.7335798997076541
DTLZ2_5obj,EGBO,20,5,9,0.7002008870394095
DTLZ2_5obj,EGBO,20,5,10,0.661057415888751
DTLZ2_5obj,EGBO,20,5,11,0.5457012888104215
DTLZ2_5obj,EGBO,20,6,0,0.9351131873214686
DTLZ2_5obj,EGBO,20,6,1,0.9167072272816603
DTLZ2_5obj,EGBO,20,6,2,0.8878210966832596
DTLZ2_5obj,EGBO,20,6,3,0.8840813194479028
DTLZ2_5obj,EGBO,20,6,4,0.8681454122987946
DTLZ2_5obj,EGBO,20,6,5,0.8681454122987946
DTLZ2_5obj,EGBO,20,6,6,0.7461358566375906
DTLZ2_5obj,EGBO,20,6,7,0.7461358566375906
DTLZ2_5obj,EGBO,20,6,8,0.6665919877908242
DTLZ2_5obj,EGBO,20,6,9,0.6665919877908242
DTLZ2_5obj,EGBO,20,6,10,0.4710832944291666
DTLZ2_5obj,EGBO,20,6,11,0.4675565936607343
DTLZ2_5obj,EGBO,20,7,0,0.9497710562220875
DTLZ2_5obj,EGBO,20,7,1,0.667993900187338
